SKU,Nombre_Producto,Descripcion,Categoria,Subcategoria,Marca,Precio_Unitario_EUR,Costo_Unitario_EUR,Stock_Actual,Stock_Minimo,Ubicacion_Almacen,Proveedor_ID,Fecha_Ultima_Recepcion,Peso_Kg,Dimensiones_cm_LxAxH,Color,Material,Estado_Producto
PROD-COS-0444,Maquillaje AromaEsencial Quas XL53,Sint dolor amet similique ullam nisi asperiores architecto quaerat qui facilis.,Cosmética,Maquillaje,AromaEsencial,1682.06,905.37,837,42,B2-S3-B2,PROV-009,2024-10-10,0.51,58x69x19,Blanco,Vidrio,Descontinuado
PROD-ELE-0445,Audio TechNova Repellat Eco432,Sit fuga accusantium similique magni aliquid quibusdam optio maiores repudiandae ab.,Electrónica,Audio,TechNova,2477.65,1071.1,457,35,A2-S9-B5,PROV-014,2024-08-21,8.19,88x64x40,Amarillo,Cerámica,Bajo Pedido
PROD-HOG-0446,Jardín CocinaFácil In Pro460,Voluptas aperiam cumque eum exercitationem quis ratione neque asperiores repellat nihil voluptate reiciendis.,Hogar,Jardín,CocinaFácil,400.46,242.74,59,13,B2-S6-B2,PROV-046,2024-12-16,24.28,16x53x36,Naranja,Madera,Próximamente
PROD-HOG-0447,Decoración CocinaFácil Exercitationem Basic716,Quo quam ratione rem ut tempora unde.,Hogar,Decoración,CocinaFácil,1757.62,975.34,980,20,A3-S3-B4,PROV-049,2024-09-22,1.32,27x52x18,Transparente,Papel,Próximamente
PROD-HOG-0448,Muebles DecoHome Iste Eco398,Fugiat voluptatem aliquam distinctio officiis adipisci neque blanditiis eos repellendus.,Hogar,Muebles,DecoHome,1317.6,862.44,925,23,D3-S6-B1,PROV-020,2024-04-30,17.56,91x66x20,Rojo,Algodón,Descontinuado
PROD-ALI-0449,Snacks QuickBite Aspernatur XL591,Eum temporibus deserunt voluptatem a corporis.,Alimentación,Snacks,QuickBite,1138.38,439.73,736,19,B1-S2-B1,PROV-047,2025-03-16,14.28,30x52x15,N/A,N/A,Descontinuado
PROD-ALI-0450,Fresco QuickBite Maiores 58,Cupiditate dolorum harum voluptas perspiciatis perferendis nostrum corrupti quasi sunt quaerat animi harum.,Alimentación,Fresco,QuickBite,1674.05,757.36,974,35,D3-S10-B4,PROV-018,2024-11-24,22.8,52x59x2,N/A,N/A,Próximamente
PROD-ALI-0451,Fresco SaborNatural Dolores XL889,Libero eligendi accusantium corrupti libero consectetur inventore quod ipsum quas iste expedita sint.,Alimentación,Fresco,SaborNatural,1177.51,434.27,113,11,A5-S9-B4,PROV-018,2024-09-29,20.83,48x65x36,N/A,N/A,Bajo Pedido
PROD-COS-0452,Maquillaje AromaEsencial Animi Eco152,Odit similique cupiditate minima eaque recusandae quisquam nulla accusamus quam maxime reiciendis consectetur.,Cosmética,Maquillaje,AromaEsencial,863.24,420.37,223,17,C4-S8-B4,PROV-030,2024-08-13,9.71,39x78x39,Multicolor,Aluminio,Activo
PROD-ALI-0453,Snacks DeliciasGourmet Iste Basic682,Similique veniam magnam nesciunt sapiente esse ipsam ex voluptatem.,Alimentación,Snacks,DeliciasGourmet,1123.97,656.38,910,46,D5-S8-B2,PROV-001,2024-04-17,1.52,14x59x27,N/A,N/A,Próximamente
PROD-ELE-0454,TV VisionPlus Aut Basic672,Assumenda pariatur numquam culpa natus delectus vel ut et hic minima delectus.,Electrónica,TV,VisionPlus,104.66,59.07,336,45,B1-S4-B3,PROV-007,2024-10-29,1.77,18x44x11,Gris,Algodón,Descontinuado
PROD-ALI-0455,Bebidas DeliciasGourmet Impedit Pro581,Saepe culpa harum et doloremque maiores praesentium consequuntur accusamus deleniti consequuntur.,Alimentación,Bebidas,DeliciasGourmet,2329.56,1083.48,424,46,A4-S4-B2,PROV-014,2025-02-06,23.61,88x21x10,N/A,N/A,Descontinuado
PROD-ALI-0456,Congelado SaborNatural Quasi XL322,Aliquam delectus consectetur fugit dignissimos libero laborum soluta molestiae beatae sed itaque.,Alimentación,Congelado,SaborNatural,220.61,123.02,972,25,A1-S8-B5,PROV-011,2024-07-18,11.68,65x18x50,N/A,N/A,Activo
PROD-HOG-0457,Jardín MuebleRústico Corporis Eco718,Modi ipsum vitae quisquam laboriosam enim nobis possimus laudantium minus harum id.,Hogar,Jardín,MuebleRústico,251.0,161.31,124,10,B2-S1-B4,PROV-012,2024-11-23,8.78,48x11x33,Naranja,Metal,Activo
PROD-ELE-0458,Accesorios AudioMax Quod Basic359,Aspernatur a ab recusandae repellendus dolor.,Electrónica,Accesorios,AudioMax,867.83,447.16,621,40,A2-S7-B2,PROV-022,2025-02-25,7.01,54x42x17,Negro,Plástico,Próximamente
PROD-ALI-0459,Bebidas QuickBite Distinctio Eco744,Dolor debitis officiis voluptatum asperiores maiores rem eligendi consequuntur.,Alimentación,Bebidas,QuickBite,1427.51,954.64,792,32,B2-S3-B2,PROV-046,2024-06-21,11.35,90x30x30,N/A,N/A,Bajo Pedido
PROD-ELE-0460,TV VisionPlus Ut Pro363,Alias quaerat odio molestias quae officia error fugiat esse et incidunt cum.,Electrónica,TV,VisionPlus,510.51,219.37,153,10,A2-S4-B4,PROV-022,2024-10-07,8.29,56x67x42,Transparente,Aluminio,Próximamente
PROD-ALI-0461,Congelado DeliciasGourmet Consectetur 749,Quidem repellat at illum et tempore atque saepe corporis suscipit animi nostrum.,Alimentación,Congelado,DeliciasGourmet,1304.99,708.13,846,38,A1-S1-B4,PROV-043,2024-12-05,21.25,88x48x11,N/A,N/A,Bajo Pedido
PROD-ROP-0462,Pantalones ComfortWear Est XL889,Voluptatibus dignissimos assumenda vitae hic illo.,Ropa,Pantalones,ComfortWear,854.09,302.87,561,47,B5-S3-B5,PROV-047,2024-07-14,21.82,69x20x13,Transparente,Plástico,Bajo Pedido
PROD-ELE-0463,Audio VisionPlus Esse Pro39,Iure accusantium ullam fuga ipsa in ab enim ipsam sint omnis reiciendis culpa.,Electrónica,Audio,VisionPlus,2230.98,1337.68,567,14,B2-S2-B2,PROV-020,2025-03-11,1.95,44x34x18,Blanco,Cuero,Activo
PROD-JUG-0464,Exterior DivertiKids Autem Eco241,Deserunt doloribus at impedit dolor quam placeat velit accusantium ab.,Juguetes,Exterior,DivertiKids,1956.86,1276.66,863,32,A3-S8-B3,PROV-004,2025-03-31,20.79,10x63x16,Naranja,Papel,Descontinuado
PROD-LIB-0465,Académico MundoLiterario Quibusdam Basic913,Hic officia adipisci voluptas dolorem est.,Libros,Académico,MundoLiterario,2365.09,1264.7,541,27,A4-S5-B4,PROV-023,2025-01-16,24.74,15x23x4,N/A,Cerámica,Descontinuado
PROD-LIB-0466,Académico PequesLeen Ad Basic897,Fugit dolorem inventore totam ut quos porro asperiores.,Libros,Académico,PequesLeen,591.83,283.95,587,30,A5-S2-B2,PROV-001,2024-09-24,12.7,15x23x1,N/A,Poliéster,Descontinuado
PROD-ALI-0467,Bebidas DeliciasGourmet Dolores Basic965,Iste delectus quas dolores enim cupiditate quo consequatur sit eligendi.,Alimentación,Bebidas,DeliciasGourmet,2319.46,1416.61,272,18,A1-S4-B3,PROV-015,2024-05-09,23.94,28x44x40,N/A,N/A,Próximamente
PROD-COS-0468,Cabello BellaPiel Sapiente Pro625,Quasi laudantium cupiditate error incidunt at rerum magnam praesentium maiores totam.,Cosmética,Cabello,BellaPiel,611.16,224.75,240,49,B1-S2-B3,PROV-014,2024-12-08,24.07,31x39x4,Gris,Cerámica,Descontinuado
PROD-HOG-0469,Cocina DecoHome Dolor XL976,Veritatis laudantium unde voluptates rem sit dolore deserunt in praesentium eius.,Hogar,Cocina,DecoHome,1107.52,595.29,840,50,A4-S1-B1,PROV-002,2024-07-10,1.69,73x74x12,Rojo,Madera,Descontinuado
PROD-HOG-0470,Limpieza DecoHome Quidem 264,Fugiat id consequuntur dolorem commodi officia incidunt vero assumenda veritatis nisi earum natus.,Hogar,Limpieza,DecoHome,2070.27,1438.88,898,30,A4-S5-B3,PROV-009,2025-03-10,17.92,29x73x29,Multicolor,Papel,Bajo Pedido
PROD-ALI-0471,Fresco SaborNatural Cum XL159,Non aperiam incidunt officia voluptate qui maxime iusto laboriosam doloribus reprehenderit eveniet ea.,Alimentación,Fresco,SaborNatural,2204.85,791.93,482,30,A2-S1-B4,PROV-025,2025-03-16,8.08,52x10x9,N/A,N/A,Descontinuado
PROD-COS-0472,Perfumes AromaEsencial Necessitatibus Pro218,Aut reprehenderit distinctio sequi quaerat consequatur reprehenderit dignissimos deserunt id.,Cosmética,Perfumes,AromaEsencial,2317.05,895.52,775,47,C2-S9-B3,PROV-015,2024-08-10,3.53,86x68x16,Azul,Aluminio,Próximamente
PROD-ROP-0473,Calzado ComfortWear Sunt Eco229,Natus optio provident eveniet libero amet voluptas quasi.,Ropa,Calzado,ComfortWear,400.09,264.91,528,18,D2-S1-B5,PROV-012,2025-01-13,19.87,90x68x5,Naranja,Silicona,Bajo Pedido
PROD-ALI-0474,Congelado DeliciasGourmet Voluptas XL490,Cupiditate cum repellat ipsam voluptate dignissimos nostrum numquam sit.,Alimentación,Congelado,DeliciasGourmet,1442.68,681.64,806,43,D3-S9-B2,PROV-034,2024-10-02,9.58,22x50x13,N/A,N/A,Bajo Pedido
PROD-HOG-0475,Muebles DecoHome Voluptatem Eco652,Dolorum et quas expedita nemo tempora occaecati.,Hogar,Muebles,DecoHome,2042.04,1373.81,74,37,B3-S8-B3,PROV-032,2024-06-05,13.7,97x6x42,Rojo,Cerámica,Descontinuado
PROD-COS-0476,Maquillaje ColorVibrante Tenetur Eco952,Exercitationem quis rem totam nam laboriosam nulla dolor sed necessitatibus ipsum eligendi sed.,Cosmética,Maquillaje,ColorVibrante,460.74,262.47,345,29,A5-S6-B5,PROV-012,2024-07-01,20.54,27x39x35,Gris,Cerámica,Próximamente
PROD-ALI-0477,Snacks SaborNatural Iste 269,Distinctio accusantium tempora placeat repellat omnis itaque repellat cumque commodi omnis illum expedita.,Alimentación,Snacks,SaborNatural,532.76,248.96,911,26,B4-S3-B2,PROV-028,2024-11-08,17.94,30x20x36,N/A,N/A,Descontinuado
PROD-ELE-0478,TV AudioMax Nam Basic955,Quia similique voluptatibus quia optio inventore maiores repudiandae vero repudiandae est.,Electrónica,TV,AudioMax,2097.98,1460.35,912,45,A3-S6-B3,PROV-017,2024-07-23,17.71,76x6x31,Amarillo,Metal,Próximamente
PROD-COS-0479,Cuidado Corporal ColorVibrante Ut 757,Quis commodi nihil quisquam maiores minus vitae quia.,Cosmética,Cuidado Corporal,ColorVibrante,130.73,83.48,790,33,D3-S8-B4,PROV-010,2024-04-15,4.05,73x52x32,Verde,Silicona,Activo
PROD-ALI-0480,Bebidas SaborNatural Blanditiis Pro917,Ea est non ipsam explicabo distinctio.,Alimentación,Bebidas,SaborNatural,254.05,159.29,192,12,B2-S6-B3,PROV-031,2024-10-18,17.16,34x26x50,N/A,N/A,Activo
PROD-ROP-0481,Camisetas Elegance Sapiente XL513,Quod sint reiciendis facere quo at vitae rem cum quisquam ipsam totam.,Ropa,Camisetas,Elegance,1897.88,893.11,501,27,D1-S2-B2,PROV-031,2025-02-19,4.3,100x14x10,Verde,Madera,Próximamente
PROD-JUG-0482,Construcción EduPlay Repudiandae Basic699,Quos corporis accusantium quod beatae minima saepe eius facere nemo ullam iusto.,Juguetes,Construcción,EduPlay,1359.92,483.22,278,42,C5-S4-B5,PROV-008,2024-11-12,13.74,69x5x3,Multicolor,Papel,Descontinuado
PROD-HOG-0483,Jardín DecoHome Suscipit Eco291,Perferendis et odio reprehenderit voluptate optio accusantium ut voluptatem ipsa.,Hogar,Jardín,DecoHome,919.07,484.58,999,43,B3-S7-B4,PROV-028,2025-02-24,7.16,51x24x42,Multicolor,Madera,Activo
PROD-ELE-0484,TV TechNova Officia 699,Explicabo facilis eos itaque id autem.,Electrónica,TV,TechNova,1688.52,1044.33,597,49,D2-S4-B3,PROV-003,2024-11-16,15.53,86x45x21,Rojo,Cuero,Bajo Pedido
PROD-JUG-0485,Exterior ConstruBlock Cum XL761,Nobis ex beatae ea tenetur maiores reprehenderit a.,Juguetes,Exterior,ConstruBlock,1939.27,1145.52,100,24,D5-S6-B2,PROV-024,2024-08-31,19.92,7x60x31,Plateado,Cuero,Activo
PROD-JUG-0486,Peluches EduPlay Qui 819,Voluptatem perspiciatis ullam amet officiis quos dignissimos quaerat voluptas quis vitae ea.,Juguetes,Peluches,EduPlay,1260.25,752.08,82,21,C5-S5-B4,PROV-001,2025-01-26,10.92,73x60x7,Rojo,Plástico,Próximamente
PROD-ELE-0487,TV ConnectPhone Ipsa Pro566,Cupiditate odit amet ea perferendis nobis distinctio earum eos harum illo tempora qui nobis.,Electrónica,TV,ConnectPhone,845.6,486.75,460,16,B2-S3-B2,PROV-048,2025-01-11,7.32,47x60x28,Gris,Madera,Descontinuado
PROD-COS-0488,Cuidado Corporal ColorVibrante Tempore 904,Doloremque cupiditate sed eos voluptate id delectus nulla harum error quam.,Cosmética,Cuidado Corporal,ColorVibrante,1541.03,727.31,475,34,A1-S9-B3,PROV-019,2024-11-19,17.48,57x25x21,Blanco,Vidrio,Próximamente
PROD-ELE-0489,Móviles ConnectPhone Sequi XL911,Eius enim deserunt aperiam quasi blanditiis neque tenetur sed praesentium itaque optio amet.,Electrónica,Móviles,ConnectPhone,1849.21,1089.33,513,30,A1-S3-B2,PROV-012,2025-02-03,6.78,34x52x42,Naranja,Madera,Descontinuado
PROD-ALI-0490,Congelado DeliciasGourmet Quas 205,Quas ea corrupti nobis veniam tenetur magni a.,Alimentación,Congelado,DeliciasGourmet,1167.26,430.41,237,16,A1-S7-B4,PROV-039,2025-03-23,4.2,68x43x4,N/A,N/A,Próximamente
PROD-COS-0491,Cuidado Corporal ColorVibrante Dolorum Pro174,Quasi distinctio minima et repellendus autem eos provident.,Cosmética,Cuidado Corporal,ColorVibrante,53.33,27.93,414,10,B1-S7-B3,PROV-027,2025-03-27,8.48,27x42x13,Blanco,Papel,Próximamente
PROD-JUG-0492,Construcción ConstruBlock Facilis Basic464,Dolor perspiciatis reprehenderit quidem voluptate incidunt reprehenderit iusto porro quibusdam voluptates iure.,Juguetes,Construcción,ConstruBlock,792.14,398.87,163,10,A5-S8-B3,PROV-028,2025-03-19,24.73,81x74x6,Rojo,Plástico,Descontinuado
PROD-JUG-0493,Peluches EduPlay Commodi Basic178,Alias nostrum possimus delectus repellat modi animi doloribus quidem.,Juguetes,Peluches,EduPlay,1864.32,787.81,520,36,A1-S9-B5,PROV-018,2024-08-15,19.62,66x49x29,Plateado,Silicona,Descontinuado
PROD-ELE-0494,Accesorios AudioMax Corrupti 438,Excepturi modi alias quas nesciunt pariatur nobis.,Electrónica,Accesorios,AudioMax,2180.15,1256.36,346,32,B5-S1-B2,PROV-003,2024-12-24,1.7,43x37x41,Rojo,Silicona,Bajo Pedido
PROD-COS-0495,Cuidado Facial ColorVibrante Ut Pro932,Quos laudantium nobis aliquid quia tempore eveniet.,Cosmética,Cuidado Facial,ColorVibrante,1935.07,853.22,759,21,D4-S6-B4,PROV-043,2024-08-19,10.79,59x53x31,Gris,Metal,Bajo Pedido
PROD-COS-0496,Cuidado Facial ColorVibrante Delectus Basic663,Voluptas nostrum incidunt animi aperiam dicta eos ratione esse.,Cosmética,Cuidado Facial,ColorVibrante,715.23,338.01,455,16,C2-S4-B4,PROV-020,2024-10-19,18.94,11x76x23,Azul,Madera,Activo
PROD-JUG-0497,Construcción EduPlay Odit Eco90,Quod repellat nemo corrupti veritatis incidunt molestiae dolorum reprehenderit adipisci porro sunt.,Juguetes,Construcción,EduPlay,1089.03,591.14,10,15,A2-S9-B4,PROV-004,2024-06-06,7.74,9x34x21,Rojo,Papel,Bajo Pedido
PROD-ROP-0498,Calzado ModaFlex Eveniet Eco452,Voluptates fuga deleniti aut voluptates eos delectus perspiciatis esse voluptate harum.,Ropa,Calzado,ModaFlex,1855.34,594.18,495,49,B1-S6-B2,PROV-024,2024-07-24,21.15,26x14x31,Amarillo,Silicona,Próximamente
PROD-HOG-0499,Limpieza DecoHome Voluptates Pro453,Sed recusandae asperiores dolores ad praesentium laborum quae.,Hogar,Limpieza,DecoHome,1012.47,324.26,161,40,B5-S8-B4,PROV-012,2024-08-12,21.71,63x59x38,Gris,Vidrio,Bajo Pedido
PROD-ALI-0500,Snacks SaborNatural Corporis Pro795,Aliquid pariatur libero ducimus reprehenderit aspernatur doloribus ipsam quas illum et.,Alimentación,Snacks,SaborNatural,897.63,558.82,64,23,B4-S1-B1,PROV-045,2024-07-21,9.6,21x68x42,N/A,N/A,Próximamente
PROD-LIB-0501,No Ficción PequesLeen Necessitatibus 229,Modi mollitia deleniti hic quibusdam earum tenetur voluptatem ullam dolorem tenetur.,Libros,No Ficción,PequesLeen,653.48,345.43,158,28,C5-S5-B5,PROV-001,2024-08-21,5.94,15x23x2,N/A,Silicona,Bajo Pedido
PROD-HOG-0502,Limpieza DecoHome Libero XL215,Eaque iusto accusantium mollitia id alias.,Hogar,Limpieza,DecoHome,1043.61,673.68,151,13,B5-S1-B2,PROV-028,2024-10-03,23.36,94x67x49,Multicolor,Cerámica,Bajo Pedido
PROD-LIB-0503,Revistas PequesLeen Corrupti Basic726,Deleniti quae iusto ipsum a tempore consectetur labore ut possimus perspiciatis.,Libros,Revistas,PequesLeen,2475.2,1362.2,180,22,D3-S1-B4,PROV-010,2024-04-06,1.62,15x23x3,N/A,Algodón,Bajo Pedido
PROD-ELE-0504,Móviles TechNova Porro XL8,Nulla adipisci ullam adipisci tempore nostrum sit optio et quia.,Electrónica,Móviles,TechNova,2499.13,1375.82,117,27,A4-S5-B5,PROV-049,2024-05-08,9.72,70x9x48,Multicolor,Plástico,Próximamente
PROD-ROP-0505,Camisetas ModaFlex Rerum Basic498,Earum inventore soluta quam labore accusantium amet atque esse cupiditate suscipit corporis.,Ropa,Camisetas,ModaFlex,1668.98,656.03,807,46,A1-S3-B2,PROV-031,2024-04-19,4.86,97x59x17,Naranja,Algodón,Próximamente
PROD-ELE-0506,TV AudioMax Expedita Basic43,Dolores commodi qui quisquam cum facilis quam.,Electrónica,TV,AudioMax,364.75,248.43,178,29,C1-S7-B5,PROV-032,2024-09-05,21.82,52x76x18,Verde,Vidrio,Bajo Pedido
PROD-ROP-0507,Camisetas ComfortWear Facilis Eco451,Soluta asperiores inventore iure dolorum eius.,Ropa,Camisetas,ComfortWear,967.11,486.6,267,16,D5-S7-B3,PROV-001,2024-11-22,6.39,9x27x41,Amarillo,Aluminio,Activo
PROD-ROP-0508,Pantalones ModaFlex Iure 7,Alias suscipit possimus blanditiis architecto corrupti temporibus sed reprehenderit exercitationem cumque doloribus.,Ropa,Pantalones,ModaFlex,2039.81,678.06,759,50,D1-S7-B1,PROV-030,2024-07-27,6.33,9x49x20,Gris,Algodón,Próximamente
PROD-ALI-0509,Conservas SaborNatural Sequi Pro149,Tenetur dolores provident eligendi molestiae minima nobis molestiae autem quasi iusto nulla tempore.,Alimentación,Conservas,SaborNatural,668.25,369.34,530,46,A3-S4-B5,PROV-014,2025-03-05,1.86,46x23x30,N/A,N/A,Descontinuado
PROD-LIB-0510,Revistas MundoLiterario Ipsum Basic221,Maiores iusto ea maiores corrupti quo eius accusamus quasi impedit libero.,Libros,Revistas,MundoLiterario,2027.0,1044.42,138,35,C4-S5-B2,PROV-020,2024-05-01,20.76,15x23x4,N/A,Papel,Descontinuado
PROD-ALI-0511,Conservas SaborNatural In Eco195,Reiciendis nulla laboriosam quod a commodi sunt natus soluta minus reiciendis qui.,Alimentación,Conservas,SaborNatural,1028.93,482.86,245,49,A1-S1-B2,PROV-040,2024-07-31,5.1,89x63x21,N/A,N/A,Descontinuado
PROD-HOG-0512,Limpieza CocinaFácil Nobis XL675,Expedita doloremque in maxime autem fugiat quas cumque excepturi quisquam soluta non eveniet.,Hogar,Limpieza,CocinaFácil,1427.92,768.86,2,44,A5-S3-B2,PROV-030,2024-12-17,23.83,95x74x48,Multicolor,Poliéster,Activo
PROD-ALI-0513,Bebidas DeliciasGourmet Sed Eco549,Nesciunt magnam natus veritatis doloribus delectus adipisci debitis quasi rem dolore velit.,Alimentación,Bebidas,DeliciasGourmet,1180.89,655.44,423,30,B1-S2-B2,PROV-005,2024-11-18,11.74,81x38x12,N/A,N/A,Próximamente
PROD-ALI-0514,Conservas QuickBite Inventore XL649,Unde aut repudiandae sint a reprehenderit consequuntur fugiat rem qui voluptates quasi.,Alimentación,Conservas,QuickBite,2166.25,804.23,158,20,D3-S4-B3,PROV-024,2024-11-06,22.84,87x17x48,N/A,N/A,Próximamente
PROD-ALI-0515,Conservas DeliciasGourmet Corrupti Basic399,Officiis error iure quo cupiditate alias perspiciatis laboriosam voluptas consequuntur libero.,Alimentación,Conservas,DeliciasGourmet,236.77,138.44,440,49,B4-S4-B2,PROV-014,2024-10-22,7.47,29x33x26,N/A,N/A,Descontinuado
PROD-HOG-0516,Jardín CocinaFácil Explicabo 496,Impedit illum iste consectetur eligendi temporibus magnam cumque.,Hogar,Jardín,CocinaFácil,1286.5,869.06,5,27,D2-S4-B2,PROV-044,2024-12-13,16.33,7x80x50,Rojo,Plástico,Próximamente
PROD-JUG-0517,Muñecas DivertiKids Ratione XL872,Ex aut necessitatibus doloribus aperiam ducimus natus eum corporis accusamus odit architecto quod.,Juguetes,Muñecas,DivertiKids,511.11,229.56,287,43,D4-S7-B5,PROV-044,2024-05-28,16.12,5x29x35,Amarillo,Papel,Activo
PROD-ALI-0518,Fresco DeliciasGourmet Libero Basic60,Exercitationem architecto facilis accusamus dolorum error qui.,Alimentación,Fresco,DeliciasGourmet,283.29,133.81,653,16,B4-S5-B1,PROV-007,2025-01-23,16.34,10x34x37,N/A,N/A,Activo
PROD-JUG-0519,Construcción ConstruBlock Incidunt Basic322,Placeat nostrum amet omnis dolorem totam aut corrupti.,Juguetes,Construcción,ConstruBlock,1028.05,326.26,802,43,C4-S10-B5,PROV-011,2025-01-16,2.35,86x61x21,Verde,Vidrio,Bajo Pedido
PROD-COS-0520,Cabello ColorVibrante Neque 101,Enim soluta enim officia nam beatae.,Cosmética,Cabello,ColorVibrante,1491.57,460.41,779,26,B5-S2-B4,PROV-042,2024-12-30,7.48,96x68x12,Multicolor,Silicona,Descontinuado
PROD-ALI-0521,Snacks SaborNatural Porro XL363,Excepturi sit illo aut assumenda expedita.,Alimentación,Snacks,SaborNatural,2197.13,1523.08,162,16,A3-S8-B3,PROV-024,2024-05-08,5.27,44x25x30,N/A,N/A,Descontinuado
PROD-ALI-0522,Congelado SaborNatural Esse Basic454,Porro corporis distinctio praesentium tempore atque porro eos modi.,Alimentación,Congelado,SaborNatural,1309.18,467.9,579,27,A1-S2-B3,PROV-029,2024-08-26,1.7,96x56x39,N/A,N/A,Bajo Pedido
PROD-ELE-0523,Computadoras AudioMax Ex Pro961,Quibusdam voluptatibus ad necessitatibus officiis aspernatur debitis accusantium voluptatibus aliquid nulla aliquid.,Electrónica,Computadoras,AudioMax,433.59,180.16,876,17,C3-S8-B5,PROV-008,2024-09-14,7.48,31x47x22,Transparente,Plástico,Activo
PROD-COS-0524,Cabello BellaPiel Dolor Pro478,Molestiae odio aperiam facilis vero necessitatibus voluptatem.,Cosmética,Cabello,BellaPiel,267.73,100.49,549,41,D1-S5-B3,PROV-021,2024-07-01,21.88,68x27x38,Rojo,Madera,Bajo Pedido
PROD-ELE-0525,TV TechNova Quaerat XL379,Odit beatae atque necessitatibus eius ducimus iure.,Electrónica,TV,TechNova,149.13,88.39,989,44,C2-S3-B4,PROV-015,2024-07-14,14.34,40x42x29,Transparente,Papel,Bajo Pedido
PROD-COS-0526,Perfumes AromaEsencial Natus Pro2,Adipisci maxime rerum tempora vel voluptatem ipsum illum iste minima perferendis distinctio porro.,Cosmética,Perfumes,AromaEsencial,2328.84,814.59,897,48,C3-S1-B4,PROV-012,2025-02-10,3.62,38x58x39,Multicolor,Silicona,Activo
PROD-COS-0527,Cuidado Corporal BellaPiel Sint XL188,Illum illo modi facere suscipit ex velit totam saepe.,Cosmética,Cuidado Corporal,BellaPiel,2451.73,1367.37,527,35,B3-S5-B1,PROV-010,2024-10-27,1.64,24x79x7,Verde,Cuero,Descontinuado
PROD-ROP-0528,Pantalones ModaFlex Delectus Pro774,Eum fugiat accusantium molestias harum fugit quasi quidem officia voluptatem ad aliquam libero.,Ropa,Pantalones,ModaFlex,95.05,58.95,720,25,C4-S5-B5,PROV-040,2025-03-11,10.64,62x61x21,Multicolor,Cuero,Descontinuado
PROD-ROP-0529,Abrigos UrbanStyle Delectus Eco426,Molestias magnam pariatur ducimus repellat aut dignissimos sunt.,Ropa,Abrigos,UrbanStyle,1280.85,417.19,566,11,B5-S4-B1,PROV-001,2025-03-03,18.29,38x49x15,Transparente,Vidrio,Próximamente
